ConversationID,ClienteID,FechaHora,Canal,Intencion,Servicio,DuracionMinutos,TuvoError,EstadoConversacion,Convertido,Satisfaccion
5110,1188,2025-06-24 18:37:11,Web,Solicitar información,Soporte,6,False,Finalizada,False,4
5111,1573,2025-07-31 18:54:08,Telegram,Seguimiento,Atención Comercial,5,False,Finalizada,True,5
5112,467,2025-09-30 18:52:59,WhatsApp,Solicitar información,Soporte,6,False,Finalizada,True,5
5113,1709,2025-04-08 18:14:31,Web,Solicitar información,Postventa,6,False,Finalizada,False,3
5114,201,2025-07-31 12:38:53,Web,Consultar precios,Postventa,5,False,Finalizada,True,5
5115,239,2025-02-17 08:57:43,WhatsApp,Consultar precios,Atención al Cliente,5,False,Finalizada,False,4
5116,648,2025-01-16 18:00:20,WhatsApp,Seguimiento,Atención Comercial,4,False,Finalizada,True,5
5117,926,2025-09-08 18:43:31,WhatsApp,Cancelar servicio,Atención Comercial,4,False,Finalizada,True,4
5118,1217,2025-07-18 20:02:09,WhatsApp,Reclamo,Ventas,14,False,Finalizada,True,4
5119,1892,2025-02-09 17:01:44,WhatsApp,Soporte técnico,Atención Comercial,13,False,Finalizada,True,5
5120,869,2025-01-16 20:32:16,WhatsApp,Cancelar servicio,Atención al Cliente,2,False,Finalizada,False,3
5121,138,2025-10-26 20:36:41,WhatsApp,Solicitar información,Soporte,4,False,Finalizada,True,5
5122,1299,2025-02-21 02:35:09,WhatsApp,Seguimiento,Atención al Cliente,6,False,Finalizada,True,5
5123,637,2025-01-24 19:55:55,WhatsApp,Cancelar servicio,Postventa,2,False,Abandonada,False,1
5124,575,2025-11-22 18:09:58,WhatsApp,Seguimiento,Atención al Cliente,7,False,Finalizada,False,4
5125,1100,2025-06-27 12:47:38,WhatsApp,Reclamo,Atención Comercial,13,False,Abandonada,False,2
5126,1985,2025-09-18 08:49:06,Instagram,Solicitar información,Atención Comercial,4,False,Finalizada,False,4
5127,1697,2025-11-24 12:43:50,WhatsApp,Seguimiento,Ventas,6,False,Finalizada,False,4
5128,1523,2025-11-17 13:09:42,WhatsApp,Solicitar información,Ventas,5,False,Finalizada,True,5
5129,718,2025-04-11 19:17:00,WhatsApp,Solicitar información,Ventas,5,False,Abandonada,False,1
5130,1775,2025-01-26 20:14:22,Facebook,Consultar precios,Soporte,5,False,Finalizada,False,3
5131,1391,2025-05-28 12:12:15,WhatsApp,Consultar precios,Atención Comercial,4,False,Abandonada,False,1
5132,1803,2025-03-27 12:55:01,Facebook,Soporte técnico,Ventas,12,True,Abandonada,False,2
5133,1953,2025-01-02 19:00:47,WhatsApp,Cancelar servicio,Postventa,4,False,Finalizada,True,5
5134,570,2025-04-24 19:30:19,Web,Reclamo,Atención Comercial,14,False,Abandonada,False,1
5135,1584,2025-01-25 19:47:26,Web,Agendar servicio,Soporte,8,False,Finalizada,True,5
5136,907,2025-11-14 18:58:27,Instagram,Cancelar servicio,Postventa,4,False,Finalizada,False,3
5137,1835,2025-02-21 18:47:38,Facebook,Cancelar servicio,Atención Comercial,3,False,Abandonada,False,1
5138,39,2025-09-09 12:53:38,WhatsApp,Soporte técnico,Atención Comercial,17,False,Abandonada,False,1
5139,1254,2025-02-01 19:24:55,Telegram,Solicitar información,Ventas,5,False,Finalizada,False,3
5140,662,2025-01-02 18:46:12,WhatsApp,Seguimiento,Atención Comercial,6,False,Finalizada,True,5
5141,1279,2025-05-05 15:28:33,Facebook,Seguimiento,Postventa,4,False,Finalizada,True,5
5142,1571,2025-01-08 08:35:57,WhatsApp,Cancelar servicio,Atención al Cliente,4,False,Finalizada,True,5
5143,1457,2025-01-23 11:49:16,Facebook,Seguimiento,Atención al Cliente,7,False,Finalizada,False,5
5144,1599,2025-06-23 01:23:11,WhatsApp,Reclamo,Atención al Cliente,15,False,Finalizada,True,5
5145,507,2025-11-02 20:19:20,Instagram,Soporte técnico,Atención Comercial,11,False,Finalizada,False,5
5146,776,2025-07-10 09:56:16,Instagram,Seguimiento,Ventas,5,False,Finalizada,False,5
5147,361,2025-08-17 12:57:49,WhatsApp,Reclamo,Ventas,10,False,Finalizada,False,3
5148,1568,2025-01-09 20:42:23,WhatsApp,Agendar servicio,Atención al Cliente,5,False,Finalizada,True,5
5149,437,2025-08-10 20:32:30,Web,Cancelar servicio,Soporte,4,False,Finalizada,False,4
5150,374,2025-03-25 05:29:19,WhatsApp,Solicitar información,Postventa,5,False,Abandonada,False,1
5151,928,2025-04-06 18:34:01,Facebook,Seguimiento,Postventa,6,False,Finalizada,False,3
5152,663,2025-10-02 20:42:42,Facebook,Reclamo,Postventa,15,False,Finalizada,False,4
5153,636,2025-09-19 18:02:38,Facebook,Reclamo,Postventa,15,False,Finalizada,False,4
5154,337,2025-10-22 19:36:11,Facebook,Seguimiento,Atención al Cliente,6,True,Abandonada,False,2
5155,999,2025-02-21 13:22:51,Facebook,Seguimiento,Atención al Cliente,7,False,Finalizada,False,3
5156,1136,2025-11-13 18:15:33,WhatsApp,Soporte técnico,Soporte,15,True,Finalizada,False,3
5157,143,2025-09-24 08:56:36,Telegram,Cancelar servicio,Atención al Cliente,2,False,Finalizada,False,3
5158,615,2025-03-26 01:22:44,Instagram,Seguimiento,Soporte,6,False,Finalizada,False,4
5159,1357,2025-10-14 18:47:55,Telegram,Seguimiento,Atención al Cliente,6,False,Finalizada,False,3
5160,1165,2025-12-10 19:57:13,WhatsApp,Solicitar información,Soporte,6,False,Finalizada,True,4
5161,1320,2025-04-10 13:38:13,WhatsApp,Seguimiento,Atención Comercial,4,False,Finalizada,True,5
5162,1960,2025-04-10 20:25:39,Web,Solicitar información,Soporte,4,False,Finalizada,False,4
5163,742,2025-01-03 18:56:48,Instagram,Cancelar servicio,Soporte,3,False,Finalizada,False,4
5164,1895,2025-06-06 16:13:36,Web,Agendar servicio,Atención al Cliente,5,False,Finalizada,False,4
5165,1084,2025-12-06 17:47:38,Telegram,Seguimiento,Soporte,5,False,Finalizada,False,4
5166,1895,2025-05-26 19:05:04,Facebook,Seguimiento,Postventa,6,False,Finalizada,False,4
5167,371,2025-03-20 20:21:27,Facebook,Solicitar información,Soporte,5,False,Abandonada,False,1
5168,1472,2025-03-10 20:26:06,WhatsApp,Cancelar servicio,Atención Comercial,4,False,Finalizada,False,3
5169,1433,2025-02-14 18:03:12,WhatsApp,Seguimiento,Soporte,7,False,Finalizada,False,4
5170,558,2025-07-24 11:36:38,WhatsApp,Soporte técnico,Atención Comercial,11,False,Abandonada,False,1
5171,1091,2025-02-19 12:22:44,Facebook,Soporte técnico,Postventa,12,False,Abandonada,False,1
5172,6,2025-09-24 13:27:57,Web,Seguimiento,Atención al Cliente,4,False,Finalizada,True,5
5173,1755,2025-05-02 19:05:02,Facebook,Agendar servicio,Postventa,7,False,Finalizada,False,4
5174,1847,2025-01-30 09:37:15,WhatsApp,Solicitar información,Ventas,6,False,Finalizada,False,4
5175,424,2025-03-09 13:27:52,Facebook,Cancelar servicio,Ventas,3,False,Finalizada,True,5
5176,1949,2025-11-10 16:53:20,Facebook,Consultar precios,Postventa,3,False,Finalizada,False,5
5177,1436,2025-10-01 17:23:02,WhatsApp,Agendar servicio,Atención Comercial,8,False,Finalizada,False,3
5178,875,2025-03-19 13:21:02,WhatsApp,Solicitar información,Postventa,4,False,Finalizada,False,5
5179,1761,2025-10-13 17:21:19,Web,Reclamo,Ventas,11,False,Abandonada,False,1
5180,1413,2025-07-17 11:32:43,Facebook,Soporte técnico,Ventas,15,False,Finalizada,False,4
5181,503,2025-12-08 12:17:10,Facebook,Soporte técnico,Atención Comercial,14,True,Finalizada,False,2
5182,339,2025-08-21 03:52:37,Facebook,Consultar precios,Soporte,5,False,Abandonada,False,2
5183,986,2025-06-13 11:27:43,WhatsApp,Cancelar servicio,Atención al Cliente,2,False,Finalizada,True,5
5184,556,2025-04-08 18:23:37,WhatsApp,Seguimiento,Soporte,4,False,Finalizada,True,4
5185,863,2025-10-12 19:57:24,Web,Seguimiento,Ventas,6,False,Finalizada,True,5
5186,380,2025-07-07 10:35:14,Web,Soporte técnico,Atención al Cliente,11,False,Finalizada,False,3
5187,1600,2025-12-30 04:34:18,WhatsApp,Seguimiento,Soporte,6,False,Finalizada,False,3
5188,1041,2025-06-11 19:53:55,Instagram,Soporte técnico,Atención al Cliente,16,False,Finalizada,False,4
5189,842,2025-09-06 20:55:18,Instagram,Solicitar información,Ventas,6,False,Finalizada,True,5
5190,567,2025-10-24 20:33:15,Telegram,Reclamo,Ventas,9,False,Finalizada,False,5
5191,1213,2025-09-24 19:44:52,Web,Solicitar información,Atención Comercial,4,False,Abandonada,False,2
5192,656,2025-09-16 18:43:28,WhatsApp,Soporte técnico,Atención al Cliente,12,False,Finalizada,False,3
5193,1372,2025-07-23 12:13:37,Web,Solicitar información,Atención al Cliente,5,False,Finalizada,True,4
5194,1409,2025-10-10 12:48:04,WhatsApp,Agendar servicio,Ventas,6,False,Finalizada,False,3
5195,689,2025-05-20 11:24:59,Telegram,Reclamo,Postventa,9,False,Finalizada,False,4
5196,1647,2025-04-08 12:15:32,WhatsApp,Solicitar información,Atención al Cliente,4,False,Finalizada,True,5
5197,1489,2025-03-24 20:05:25,WhatsApp,Solicitar información,Atención Comercial,4,False,Abandonada,False,1
5198,1229,2025-06-16 16:23:09,Facebook,Soporte técnico,Postventa,10,False,Abandonada,False,2
5199,1107,2025-01-20 19:52:50,WhatsApp,Reclamo,Postventa,10,False,Finalizada,True,5
5200,877,2025-01-20 18:42:59,WhatsApp,Cancelar servicio,Soporte,4,False,Finalizada,True,5
5201,943,2025-10-24 01:18:41,Telegram,Cancelar servicio,Soporte,4,False,Finalizada,True,5
5202,1652,2025-06-03 09:09:49,Facebook,Solicitar información,Soporte,5,False,Abandonada,False,1
5203,1169,2025-08-10 18:01:43,Facebook,Cancelar servicio,Atención Comercial,2,False,Finalizada,True,5
5204,1387,2025-09-23 13:55:52,Facebook,Cancelar servicio,Ventas,4,False,Finalizada,False,5
5205,995,2025-03-08 13:06:45,WhatsApp,Agendar servicio,Atención al Cliente,6,False,Finalizada,True,5
5206,265,2025-07-15 13:29:02,Instagram,Soporte técnico,Soporte,11,False,Abandonada,False,1
5207,1164,2025-11-18 19:28:24,WhatsApp,Consultar precios,Atención al Cliente,4,False,Finalizada,False,5
5208,1040,2025-03-01 18:36:12,Telegram,Seguimiento,Atención Comercial,6,False,Finalizada,True,5
5209,1848,2025-12-15 09:11:18,WhatsApp,Solicitar información,Ventas,4,False,Finalizada,True,4
5210,1271,2025-02-28 13:17:34,WhatsApp,Consultar precios,Ventas,5,False,Finalizada,True,4
5211,346,2025-03-03 20:43:29,Facebook,Consultar precios,Postventa,4,False,Finalizada,True,4
5212,1755,2025-02-12 12:34:31,Facebook,Soporte técnico,Atención Comercial,10,True,Finalizada,True,3
5213,857,2025-10-06 18:28:16,Instagram,Cancelar servicio,Ventas,3,False,Finalizada,False,4
5214,1119,2025-09-07 13:25:56,Web,Solicitar información,Postventa,6,False,Abandonada,False,2
5215,1559,2025-04-11 04:50:34,Facebook,Consultar precios,Soporte,3,True,Finalizada,False,1
5216,1422,2025-09-02 08:31:13,WhatsApp,Agendar servicio,Soporte,8,False,Finalizada,False,4
5217,271,2025-10-12 12:19:43,WhatsApp,Reclamo,Atención Comercial,11,False,Finalizada,False,3
5218,1295,2025-08-19 17:15:53,Web,Seguimiento,Atención al Cliente,6,False,Finalizada,True,4
5219,830,2025-03-28 13:23:40,WhatsApp,Solicitar información,Ventas,6,False,Finalizada,True,4
5220,1168,2025-09-16 20:08:43,Web,Consultar precios,Postventa,4,False,Abandonada,False,2
5221,1571,2025-05-31 12:24:31,Web,Agendar servicio,Ventas,5,False,Abandonada,False,2
5222,1752,2025-12-14 18:47:49,Web,Consultar precios,Atención al Cliente,3,False,Finalizada,False,5
5223,599,2025-03-31 18:00:50,WhatsApp,Agendar servicio,Soporte,6,False,Abandonada,False,2
5224,473,2025-04-06 09:47:10,WhatsApp,Seguimiento,Atención al Cliente,4,False,Abandonada,False,1
5225,1313,2025-05-19 20:42:58,WhatsApp,Consultar precios,Soporte,4,False,Abandonada,False,1
5226,1897,2025-12-06 15:15:25,WhatsApp,Soporte técnico,Atención al Cliente,16,False,Finalizada,False,3
5227,290,2025-04-02 20:45:51,WhatsApp,Reclamo,Ventas,8,False,Abandonada,False,1
5228,797,2025-12-30 18:36:13,WhatsApp,Seguimiento,Postventa,5,True,Finalizada,False,2
5229,1314,2025-02-06 17:40:54,WhatsApp,Consultar precios,Atención Comercial,5,False,Finalizada,False,5
5230,1293,2025-05-31 18:20:51,WhatsApp,Seguimiento,Atención al Cliente,5,False,Finalizada,False,5
5231,1558,2025-08-23 02:47:16,WhatsApp,Agendar servicio,Postventa,6,False,Finalizada,False,3
5232,422,2025-12-15 19:42:27,Instagram,Soporte técnico,Postventa,10,False,Finalizada,False,3
5233,1138,2025-06-14 17:35:57,WhatsApp,Agendar servicio,Soporte,8,False,Finalizada,True,5
5234,776,2025-11-12 13:28:07,Facebook,Reclamo,Postventa,14,False,Finalizada,False,3
5235,1863,2025-08-29 12:31:49,WhatsApp,Consultar precios,Soporte,4,False,Finalizada,False,3
5236,306,2025-05-24 19:07:38,WhatsApp,Cancelar servicio,Postventa,4,False,Finalizada,False,5
5237,1487,2025-07-19 18:38:54,WhatsApp,Cancelar servicio,Atención al Cliente,3,False,Abandonada,False,1
5238,823,2025-01-08 12:32:23,Facebook,Agendar servicio,Postventa,7,False,Finalizada,False,4
5239,315,2025-06-27 20:53:10,Instagram,Agendar servicio,Postventa,5,False,Finalizada,True,5
5240,262,2025-08-10 16:31:45,WhatsApp,Soporte técnico,Ventas,13,False,Abandonada,False,1
5241,1357,2025-06-20 08:27:24,Web,Solicitar información,Ventas,4,False,Finalizada,False,4
5242,1718,2025-05-11 20:24:23,Facebook,Agendar servicio,Soporte,6,False,Finalizada,True,4
5243,1360,2025-04-08 13:57:01,Web,Solicitar información,Atención al Cliente,6,False,Finalizada,False,3
5244,505,2025-11-03 12:59:17,Instagram,Soporte técnico,Atención al Cliente,16,True,Abandonada,False,2
5245,917,2025-12-22 10:15:39,WhatsApp,Soporte técnico,Soporte,17,False,Finalizada,True,5
5246,1143,2025-04-25 02:04:38,Web,Soporte técnico,Soporte,10,True,Finalizada,True,3
5247,1025,2025-05-30 13:22:37,WhatsApp,Agendar servicio,Soporte,8,False,Finalizada,False,5
5248,1148,2025-07-15 20:09:46,WhatsApp,Solicitar información,Atención Comercial,5,False,Finalizada,True,5
5249,1344,2025-09-26 10:06:44,WhatsApp,Seguimiento,Soporte,5,False,Finalizada,True,4
5250,1975,2025-01-11 04:53:23,Facebook,Solicitar información,Atención al Cliente,5,False,Finalizada,True,5
5251,878,2025-03-14 15:44:54,WhatsApp,Agendar servicio,Atención al Cliente,7,False,Finalizada,False,4
5252,769,2025-12-05 19:47:09,WhatsApp,Solicitar información,Postventa,5,False,Finalizada,True,4
5253,718,2025-08-11 19:09:16,Facebook,Consultar precios,Soporte,4,False,Finalizada,False,3
5254,1160,2025-09-03 13:14:39,WhatsApp,Consultar precios,Ventas,4,False,Finalizada,True,5
5255,1100,2025-01-29 19:14:41,Facebook,Soporte técnico,Atención al Cliente,11,True,Finalizada,False,2
5256,647,2025-12-15 19:06:55,Web,Agendar servicio,Atención al Cliente,5,False,Abandonada,False,2
5257,1150,2025-07-10 20:31:44,Instagram,Soporte técnico,Ventas,16,False,Finalizada,False,3
5258,1842,2025-07-24 09:35:30,WhatsApp,Soporte técnico,Atención Comercial,15,False,Finalizada,True,5
5259,466,2025-08-21 12:02:42,WhatsApp,Soporte técnico,Atención Comercial,14,True,Finalizada,True,2
5260,1365,2025-03-11 18:21:35,WhatsApp,Solicitar información,Postventa,5,False,Abandonada,False,1
5261,1213,2025-08-24 05:52:41,WhatsApp,Seguimiento,Atención Comercial,4,False,Finalizada,False,5
5262,1168,2025-07-07 20:44:02,Facebook,Seguimiento,Ventas,6,False,Finalizada,False,4
5263,52,2025-03-13 13:02:02,Facebook,Reclamo,Atención al Cliente,12,False,Finalizada,True,4
5264,686,2025-06-20 20:55:30,WhatsApp,Reclamo,Soporte,12,True,Abandonada,False,1
5265,1305,2025-02-12 20:27:47,WhatsApp,Agendar servicio,Soporte,7,False,Finalizada,False,4
5266,672,2025-12-17 19:12:06,Web,Soporte técnico,Postventa,16,False,Finalizada,False,3
5267,400,2025-12-23 13:34:32,WhatsApp,Consultar precios,Atención al Cliente,3,False,Finalizada,True,4
5268,178,2025-04-09 13:52:10,Facebook,Cancelar servicio,Ventas,4,False,Finalizada,True,4
5269,1695,2025-02-05 11:20:39,WhatsApp,Seguimiento,Atención Comercial,6,False,Abandonada,False,1
5270,1481,2025-04-04 08:56:49,WhatsApp,Reclamo,Soporte,12,False,Finalizada,True,5
5271,1780,2025-09-08 13:18:55,WhatsApp,Reclamo,Atención Comercial,8,False,Abandonada,False,1
5272,1540,2025-09-08 13:29:56,Facebook,Solicitar información,Soporte,4,False,Finalizada,True,5
5273,1203,2025-11-23 20:52:30,Web,Reclamo,Soporte,8,False,Finalizada,False,4
5274,1849,2025-12-25 19:16:16,WhatsApp,Solicitar información,Atención Comercial,4,False,Finalizada,True,5
5275,1884,2025-02-20 13:33:56,Instagram,Consultar precios,Postventa,3,False,Abandonada,False,2
5276,1546,2025-11-30 13:37:36,WhatsApp,Soporte técnico,Postventa,11,False,Abandonada,False,1
5277,861,2025-06-10 05:24:12,WhatsApp,Soporte técnico,Ventas,16,False,Finalizada,True,5
5278,1511,2025-05-31 17:08:51,WhatsApp,Reclamo,Ventas,15,False,Finalizada,True,5
5279,1338,2025-02-09 18:57:25,Telegram,Cancelar servicio,Atención al Cliente,4,False,Finalizada,True,5
5280,1576,2025-02-26 12:51:22,Instagram,Solicitar información,Soporte,6,False,Finalizada,False,4
5281,664,2025-05-25 19:53:08,WhatsApp,Solicitar información,Atención Comercial,4,False,Finalizada,True,4
5282,51,2025-06-09 13:23:44,Telegram,Consultar precios,Postventa,5,False,Finalizada,False,5
5283,39,2025-06-24 13:38:48,WhatsApp,Reclamo,Atención al Cliente,15,False,Finalizada,True,5
5284,670,2025-09-04 18:06:10,Telegram,Solicitar información,Postventa,5,False,Finalizada,False,4
5285,1599,2025-05-24 18:51:48,WhatsApp,Reclamo,Ventas,9,False,Finalizada,True,5
5286,1724,2025-06-01 18:37:37,WhatsApp,Consultar precios,Ventas,3,True,Finalizada,False,3
5287,822,2025-03-11 04:23:32,Facebook,Cancelar servicio,Soporte,4,False,Finalizada,False,4
5288,1738,2025-10-16 19:03:33,WhatsApp,Soporte técnico,Postventa,12,False,Finalizada,True,5
5289,495,2025-05-23 13:26:49,WhatsApp,Soporte técnico,Soporte,12,True,Abandonada,False,2
5290,1836,2025-07-04 19:49:52,Web,Reclamo,Postventa,15,False,Finalizada,False,4
5291,1849,2025-02-01 05:10:41,WhatsApp,Seguimiento,Soporte,6,False,Finalizada,True,5
5292,1512,2025-11-17 02:53:45,WhatsApp,Consultar precios,Ventas,5,False,Abandonada,False,1
5293,749,2025-10-31 04:45:32,Telegram,Seguimiento,Ventas,6,False,Finalizada,False,5
5294,1794,2025-02-02 12:47:29,WhatsApp,Agendar servicio,Soporte,8,True,Abandonada,False,2
5295,1829,2025-02-20 13:42:16,WhatsApp,Cancelar servicio,Ventas,2,False,Finalizada,True,4
5296,458,2025-07-03 19:07:51,Facebook,Cancelar servicio,Postventa,4,False,Finalizada,False,4
5297,1299,2025-04-16 03:57:52,WhatsApp,Solicitar información,Ventas,6,False,Abandonada,False,2
5298,148,2025-01-25 13:50:03,WhatsApp,Seguimiento,Soporte,7,False,Finalizada,False,4
5299,1299,2025-05-19 09:36:46,Facebook,Solicitar información,Ventas,5,False,Finalizada,True,4
5300,91,2025-03-03 18:33:49,WhatsApp,Consultar precios,Atención Comercial,4,False,Finalizada,False,3
5301,574,2025-01-26 12:03:56,Instagram,Agendar servicio,Atención Comercial,6,False,Finalizada,False,3
5302,1491,2025-01-12 18:39:43,WhatsApp,Reclamo,Ventas,10,False,Finalizada,True,5
5303,1420,2025-09-11 20:33:04,Telegram,Cancelar servicio,Ventas,2,False,Finalizada,False,3
5304,1579,2025-07-26 19:31:41,Telegram,Agendar servicio,Ventas,5,False,Finalizada,False,4
5305,1487,2025-07-28 18:10:20,WhatsApp,Soporte técnico,Soporte,17,False,Finalizada,True,4
5306,1332,2025-12-24 13:53:06,WhatsApp,Solicitar información,Atención Comercial,5,False,Finalizada,True,5
5307,733,2025-12-01 02:01:02,Instagram,Consultar precios,Atención al Cliente,5,False,Finalizada,False,5
5308,20,2025-08-21 12:38:28,Facebook,Reclamo,Atención Comercial,10,False,Finalizada,True,5
5309,1453,2025-03-21 20:14:23,WhatsApp,Consultar precios,Ventas,3,False,Finalizada,False,4
5310,197,2025-04-29 12:20:06,Facebook,Agendar servicio,Atención al Cliente,5,False,Finalizada,True,5
5311,968,2025-11-18 19:59:47,WhatsApp,Cancelar servicio,Atención al Cliente,3,True,Finalizada,False,2
5312,1417,2025-01-29 13:59:39,WhatsApp,Reclamo,Soporte,9,False,Finalizada,True,5
5313,231,2025-03-09 18:34:25,Web,Solicitar información,Atención Comercial,4,False,Finalizada,False,3
5314,1250,2025-08-09 08:32:22,WhatsApp,Soporte técnico,Postventa,12,False,Finalizada,False,4
5315,1343,2025-08-27 13:29:45,Facebook,Solicitar información,Postventa,4,False,Finalizada,False,5
5316,1488,2025-08-29 02:12:55,Web,Reclamo,Ventas,14,False,Finalizada,True,5
5317,1526,2025-07-19 19:21:22,Telegram,Seguimiento,Postventa,7,False,Finalizada,True,5
5318,1557,2025-08-02 19:43:00,WhatsApp,Consultar precios,Atención al Cliente,5,False,Abandonada,False,1
5319,266,2025-09-11 13:07:05,Facebook,Reclamo,Ventas,8,False,Finalizada,False,3
5320,1737,2025-06-15 17:11:51,Instagram,Cancelar servicio,Atención al Cliente,3,True,Finalizada,False,2
5321,1422,2025-09-22 13:54:21,Facebook,Solicitar información,Atención Comercial,5,False,Abandonada,False,1
5322,266,2025-06-11 18:18:08,WhatsApp,Agendar servicio,Ventas,6,False,Abandonada,False,2
5323,1479,2025-12-29 02:14:01,Facebook,Reclamo,Postventa,8,False,Finalizada,False,3
5324,917,2025-02-26 17:10:27,WhatsApp,Seguimiento,Ventas,6,False,Finalizada,True,5
5325,1776,2025-11-03 12:43:13,WhatsApp,Cancelar servicio,Ventas,3,True,Abandonada,False,1
5326,225,2025-04-02 13:59:08,WhatsApp,Agendar servicio,Atención Comercial,8,False,Abandonada,False,1
5327,1493,2025-12-27 13:46:36,Web,Cancelar servicio,Soporte,3,False,Abandonada,False,1
5328,61,2025-01-16 17:20:09,WhatsApp,Cancelar servicio,Ventas,3,False,Finalizada,True,4
5329,1766,2025-05-01 18:49:53,Web,Cancelar servicio,Soporte,3,False,Abandonada,False,2
5330,1004,2025-12-13 08:01:05,Facebook,Consultar precios,Soporte,3,False,Finalizada,True,5
5331,941,2025-09-25 13:37:45,Instagram,Consultar precios,Atención al Cliente,5,False,Finalizada,False,4
5332,375,2025-06-15 15:36:46,WhatsApp,Agendar servicio,Soporte,7,False,Abandonada,False,1
5333,1971,2025-02-09 18:17:38,Facebook,Solicitar información,Ventas,6,False,Finalizada,False,5
5334,1269,2025-04-05 13:14:53,WhatsApp,Reclamo,Atención al Cliente,13,False,Finalizada,False,5
5335,457,2025-05-16 20:42:30,Instagram,Reclamo,Atención al Cliente,15,True,Finalizada,True,3
5336,1635,2025-05-21 12:02:07,Web,Soporte técnico,Soporte,14,False,Finalizada,False,4
5337,463,2025-02-16 19:06:42,WhatsApp,Solicitar información,Atención al Cliente,4,False,Abandonada,False,2
5338,1285,2025-05-27 04:38:41,Web,Cancelar servicio,Atención Comercial,4,False,Abandonada,False,1
5339,638,2025-11-28 12:24:11,WhatsApp,Seguimiento,Postventa,7,False,Finalizada,True,5
5340,1497,2025-10-02 18:25:40,Web,Soporte técnico,Atención Comercial,12,False,Abandonada,False,1
5341,385,2025-04-16 19:54:58,Web,Seguimiento,Atención Comercial,5,False,Finalizada,False,3
5342,1382,2025-06-12 18:45:12,WhatsApp,Solicitar información,Ventas,6,False,Finalizada,False,3
5343,758,2025-10-24 18:35:39,Web,Consultar precios,Atención Comercial,3,False,Finalizada,False,4
5344,356,2025-06-11 19:15:53,Telegram,Agendar servicio,Soporte,5,False,Finalizada,True,5
5345,670,2025-09-12 12:08:48,Web,Seguimiento,Ventas,5,False,Finalizada,False,3
5346,1144,2025-04-18 20:29:13,Web,Soporte técnico,Postventa,16,False,Finalizada,False,5
5347,684,2025-03-05 20:14:27,Web,Agendar servicio,Atención Comercial,6,False,Abandonada,False,1
5348,427,2025-08-04 20:38:48,Telegram,Reclamo,Atención al Cliente,10,False,Finalizada,False,4
5349,1893,2025-10-12 09:14:33,Web,Reclamo,Ventas,9,False,Finalizada,True,5
5350,422,2025-03-28 20:00:59,WhatsApp,Soporte técnico,Postventa,12,False,Abandonada,False,2
5351,1489,2025-04-26 12:42:45,WhatsApp,Cancelar servicio,Postventa,4,False,Finalizada,True,5
5352,1550,2025-08-24 13:43:06,Web,Reclamo,Atención Comercial,8,False,Abandonada,False,1
5353,1935,2025-06-01 13:21:38,WhatsApp,Reclamo,Postventa,9,False,Finalizada,False,4
5354,8,2025-07-24 16:15:18,Facebook,Reclamo,Soporte,9,False,Finalizada,True,5
5355,1776,2025-08-07 20:51:16,WhatsApp,Reclamo,Ventas,15,True,Finalizada,True,2
5356,545,2025-04-07 17:34:25,Web,Cancelar servicio,Atención al Cliente,2,False,Finalizada,True,5
5357,1374,2025-10-19 18:51:25,Instagram,Soporte técnico,Atención Comercial,17,False,Abandonada,False,1
5358,1716,2025-10-02 04:16:58,WhatsApp,Reclamo,Ventas,10,False,Finalizada,False,3
5359,1848,2025-03-27 01:26:23,WhatsApp,Consultar precios,Ventas,5,False,Finalizada,False,3
5360,1040,2025-04-20 19:32:05,Telegram,Solicitar información,Ventas,5,True,Finalizada,False,3
5361,272,2025-03-01 13:57:54,Instagram,Agendar servicio,Soporte,7,False,Finalizada,False,5
5362,1349,2025-10-06 12:52:58,Instagram,Reclamo,Soporte,15,False,Finalizada,False,3
5363,180,2025-11-11 12:04:08,WhatsApp,Cancelar servicio,Postventa,3,False,Finalizada,True,5
5364,43,2025-12-22 18:48:41,WhatsApp,Cancelar servicio,Atención Comercial,2,False,Finalizada,False,3
5365,1324,2025-10-17 19:41:02,Web,Cancelar servicio,Atención al Cliente,2,False,Abandonada,False,2
5366,203,2025-08-03 11:22:15,Web,Seguimiento,Ventas,6,False,Finalizada,False,3
5367,1278,2025-07-02 18:22:13,Facebook,Seguimiento,Ventas,5,False,Finalizada,True,5
5368,1975,2025-12-15 18:05:48,WhatsApp,Solicitar información,Atención Comercial,4,False,Finalizada,True,5
5369,38,2025-04-05 19:37:02,Facebook,Seguimiento,Atención al Cliente,6,False,Finalizada,False,5
5370,343,2025-07-06 19:37:46,WhatsApp,Soporte técnico,Atención Comercial,10,True,Finalizada,False,1
5371,1246,2025-01-03 13:09:25,Web,Consultar precios,Postventa,5,True,Finalizada,False,1
5372,372,2025-03-18 13:12:02,WhatsApp,Soporte técnico,Soporte,13,True,Finalizada,False,2
5373,159,2025-12-25 13:01:04,WhatsApp,Seguimiento,Soporte,6,False,Finalizada,True,5
5374,1795,2025-01-29 13:09:28,Web,Reclamo,Postventa,13,False,Finalizada,False,3
5375,1277,2025-11-10 18:12:50,Web,Agendar servicio,Atención al Cliente,7,False,Abandonada,False,1
5376,1328,2025-02-24 08:35:20,Facebook,Reclamo,Ventas,15,False,Finalizada,False,4
5377,1650,2025-07-18 20:27:18,Facebook,Cancelar servicio,Atención Comercial,3,False,Finalizada,True,5
